Cattle_ID,Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Feed_Quantity_lb,Mastitis,Milk_Yield_L
CATTLE_126766,Jersey,Mediterranean,Semi_Intensive,124,391.4,3,Mid,29,Pasture_Grass,10.964600009661591,1,90.31970659498776,6.36,7.5,-2.7149527627776147,9.4,22.86820289862177,99.1,0.989474331075648,0,0,0,0,0,0,0,0,5.88,2.5,12,2022-06-29,FARM_0317,24.255000000000003,0,10.99454018179972
CATTLE_184113,Guernsey,Tropical,Extensive,116,279.2,2,Late,21,Silage,13.53571378717666,3,77.1806400143786,3.95,5.1,3.3470600854090446,6.0,29.170243361774805,63.8,0.5321551031370614,1,0,1,1,1,1,1,0,11.73,4.0,12,2023-11-07,FARM_0874,29.988,0,9.397092512902509
CATTLE_045823,Guernsey,Arid,Mixed,73,664.2,5,Early,19,Silage,9.7620147203771,3,103.60855892375692,0.74,5.9,10.072267501602449,14.6,12.129536410536602,58.7,0.3336880064453011,1,1,0,0,1,0,1,1,18.22,2.0,12,2022-03-02,FARM_0294,21.168,0,13.887637155872406
CATTLE_170455,Holstein,Continental,Intensive,98,475.3,4,Mid,197,Mixed_Feed,5.58620933319903,2,68.89569474887563,5.91,1.0,-4.062066729041316,10.2,44.41223393997661,59.8,,0,0,1,1,0,1,0,1,4.58,3.5,12,2023-07-16,FARM_0899,12.5685,0,7.513452376571141
CATTLE_127745,Jersey,Mediterranean,Semi_Intensive,143,592.2,3,Early,337,Hay,14.241519672029714,2,66.49354137618131,6.9,10.0,-7.450576474950782,15.2,-2.196458799572029,62.3,0.7405758897614309,1,1,0,1,1,0,1,1,1.31,4.0,12,2022-04-29,FARM_0450,31.752,0,16.208793031949703
CATTLE_014026,Guernsey,Temperate,Extensive,120,679.5,3,Late,229,Mixed_Feed,6.943711030914055,5,73.42911765816999,5.32,4.1,-5.740777979308391,9.8,15.643391161786198,32.8,0.9339544888651442,1,0,1,1,0,1,0,1,2.96,2.5,8,2022-05-31,FARM_0477,15.435,0,7.228509841385049
CATTLE_131648,Holstein,Continental,Intensive,142,377.5,6,Late,363,Concentrates,10.64869217688275,5,80.60605806809043,4.98,4.1,-7.16042885144783,9.6,27.97245263189971,67.0,0.8149492047847965,0,1,1,1,1,1,1,0,1.59,3.5,12,2024-08-16,FARM_0952,23.1525,1,8.825492591203842
CATTLE_211882,Holstein,Mediterranean,Mixed,45,470.5,2,Early,309,Silage,11.093941474291956,1,70.89295752639694,2.34,3.1,-4.569825070171481,5.1,20.151110789145392,50.5,0.93783658387546,1,1,0,1,1,0,0,1,4.09,4.0,12,2022-06-04,FARM_0967,24.696,0,13.672884990415106
CATTLE_160848,Guernsey,Arid,Semi_Intensive,101,463.0,6,Early,135,Pasture_Grass,15.425114517959926,3,102.2116536016748,2.17,5.9,-2.2382816670227665,12.3,3.8284387353688696,19.3,1.0216774429411295,1,0,1,0,1,1,1,0,6.34,3.5,12,2022-11-05,FARM_0517,34.1775,0,6.972950339039758
CATTLE_128444,Guernsey,Arid,Extensive,64,324.5,3,Early,116,Hay,7.698256583082144,4,100.31244788226398,4.1,5.4,7.046442285071672,17.4,20.411091254264964,27.3,0.3873611527724686,1,1,1,0,1,1,1,1,15.3,3.5,8,2022-11-14,FARM_0879,16.758,0,11.5659243573158
CATTLE_144601,Holstein,Subtropical,Pastoral,104,602.1,1,Mid,220,Silage,12.898550908128032,1,78.55364975802962,9.12,5.2,5.875489375934761,13.4,14.743766116904192,52.9,0.7232773973713406,0,1,0,0,0,1,0,1,14.17,3.0,12,2022-02-04,FARM_0186,27.5625,0,20.164857023934296
CATTLE_182593,Guernsey,Tropical,Pastoral,140,332.7,4,Mid,97,Green_Fodder,10.682897116616536,2,69.07234547427416,5.41,5.8,8.23812002445879,8.1,23.062992257613093,33.6,0.5068313163698208,0,0,1,0,1,0,1,1,16.45,3.5,24,2024-06-08,FARM_0969,23.1525,0,10.964103296310936
CATTLE_039232,Jersey,Tropical,Semi_Intensive,133,664.0,6,Early,212,Pasture_Grass,14.368765926156774,3,57.92748765210352,3.6,8.1,-3.958442577790263,11.7,31.310054394795092,79.9,0.3312955274052048,0,1,0,1,1,1,1,1,4.68,4.5,12,2024-05-22,FARM_0516,31.752,0,11.502492661371663
CATTLE_003411,Holstein,Mediterranean,Intensive,116,602.1,1,Late,147,Green_Fodder,13.194904078795265,4,93.21088900271918,2.55,3.4,-4.6630868062974296,11.0,27.417683991116608,16.0,0.7405760414359739,0,1,1,1,1,0,0,0,4.0,3.5,24,2024-01-30,FARM_0295,29.547,0,16.21617389841268
CATTLE_068499,Holstein,Tropical,Pastoral,74,309.4,3,Mid,278,Concentrates,9.91871618252377,1,87.01804203870832,3.54,9.4,-3.0983621224065145,13.2,5.260776506587213,50.7,0.8220790438481614,0,0,1,1,0,0,1,1,5.51,3.5,12,2022-01-11,FARM_0213,21.609,0,8.12953088645145
CATTLE_234233,Guernsey,Subtropical,Intensive,75,476.6,4,Early,297,Pasture_Grass,15.22531296989556,1,89.88447218352553,2.4,8.8,-6.062012848186658,8.6,37.2267856848061,19.3,0.4444090000475088,1,1,1,1,0,1,1,0,2.65,3.0,12,2024-08-26,FARM_0352,33.516,0,13.536151253534369
CATTLE_113442,Jersey,Continental,Semi_Intensive,44,447.8,6,Mid,205,Green_Fodder,10.787364307586438,2,70.66441823692304,4.5,4.8,-2.4558923846499794,15.5,2.6883555696521606,43.0,0.716700199628613,0,0,1,0,1,0,1,1,6.13,3.5,8,2022-08-23,FARM_0088,24.4755,0,21.780517409236687
